time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal
0.1,16,4321028699386621.0,0.11219350837148365,0.16814237951635813,1.0,1.0,1.0,0.4375
0.2,16,5425297655901521.0,0.060360629228061145,0.14981541089836353,1.0,1.0,1.0,0.8125
0.3,16,8157934033214372.0,0.054551884408970505,0.1385004323548215,1.0,1.0,1.0,0.75
0.4,16,1.006501805143739e+16,0.045482215890581615,0.10522433890237853,1.0,1.0,1.0,0.8125
0.5,16,1.078329524498771e+16,0.05137359409541874,0.09172753622119231,1.0,1.0,1.0,0.9375
0.6,16,1.1531745028568002e+16,0.044014460039680424,0.08673992072481848,1.0,1.0,1.0,0.9375
0.7,16,1.3596224800469828e+16,0.03790142338095684,0.07923807198141224,1.0,1.0,1.0,0.9375
0.8,16,1.4409568163891876e+16,0.04301650554579502,0.07667935911864907,1.0,1.0,1.0,0.9375
0.9,16,1.3841684004776292e+16,0.028740660585150523,0.07082519065500692,1.0,1.0,1.0,1.0
1.0,16,1.6309543933230612e+16,0.02849807088159197,0.07926330299692094,1.0,1.0,1.0,0.9375
1.0997527397260274,16,1.8892943420591744e+16,0.02722724413415345,0.06905380175637787,1.0,1.0,1.0,0.9375
1.1998212328767124,16,2.763303925432084e+16,0.04586535504684825,0.07872842110176743,1.0,1.0,1.0,0.875
1.2998897260273972,16,3.1165103007648276e+16,0.03818350557006864,0.08469606490970463,1.0,1.0,1.0,0.875
1.3999582191780822,16,3.76110698810829e+16,0.03575758555954969,0.0864205935260711,1.0,1.0,1.0,0.875
1.5000267123287672,16,4.67311701380032e+16,0.03656485211575945,0.10628251430862767,1.0,1.0,1.0,0.75
1.600095205479452,16,5.1362147607529544e+16,0.03622347853022316,0.10595634745001412,1.0,1.0,1.0,0.75
1.700163698630137,16,5.973890977618269e+16,0.038769416064798334,0.11324898691575343,1.0,1.0,1.0,0.75
1.800232191780822,16,6.787192126092061e+16,0.04453540775278729,0.10250868206076733,1.0,1.0,1.0,0.8125
1.9003006849315067,16,7.904051863436374e+16,0.04895282187418766,0.09814792374075984,1.0,1.0,1.0,0.8125
2.000369178082192,16,9.042556101781914e+16,0.053968520326812396,0.09921839342630882,1.0,1.0,1.0,0.75
2.1004376712328767,16,9.605976856266064e+16,0.06038795268862941,0.0957163458158195,1.0,1.0,1.0,0.8125
2.1995054794520548,16,9.496207754738512e+16,0.05643132976784127,0.09142860078118982,1.0,1.0,1.0,0.875
2.29957397260274,16,1.0293654649955491e+17,0.05141346459717395,0.09563279410890167,1.0,1.0,1.0,0.75
2.3996424657534248,16,1.0272252044078266e+17,0.04605152677884425,0.09616815598676168,1.0,1.0,1.0,0.75
2.4997109589041093,16,1.1473937676257498e+17,0.04895486761110262,0.09486185394285371,1.0,1.0,1.0,0.6875
2.5997794520547943,16,1.293018323906897e+17,0.05254639090026292,0.09984056013711681,1.0,1.0,1.0,0.75
2.69984794520548,16,1.308941427305735e+17,0.05216571457936728,0.09959257419566236,1.0,1.0,1.0,0.75
2.7999164383561643,16,1.3504076802612315e+17,0.049846194422685834,0.10021008873515264,1.0,1.0,1.0,0.75
2.8999849315068493,16,1.3502730232041133e+17,0.047626879904423845,0.10171726781932221,1.0,1.0,1.0,0.8125
3.0000534246575343,16,1.4429996224526944e+17,0.04959448013672284,0.10301286452205757,1.0,1.0,1.0,0.6875
3.100121917808219,16,1.4589624123999488e+17,0.0498828181786127,0.10207887094357877,1.0,1.0,1.0,0.8125
3.200190410958904,16,1.6245034145953005e+17,0.04964907117121852,0.10440134653475266,1.0,1.0,1.0,0.8125
3.300258904109589,16,1.5849063354093542e+17,0.046440579205267896,0.10442334397440939,1.0,1.0,1.0,0.8125
3.400327397260274,16,1.6159271385830326e+17,0.03602898976050887,0.10724706974283256,1.0,1.0,1.0,0.8125
