case_id,feat_name,grouping,midterm_cutoff_years,midterm_n,midterm_q90_abs_log10_ratio,midterm_q99_factor,coverage_90_cal_midterm,tail_window_hi_years,tail_n,tail_q99_factor,tail_max_factor,ratio_tail_q99,ratio_tail_max
F0_base__G_global,F0_base,global,120.0,1920,0.08675499509765988,1.426317671033903,0.9682291666666667,120.0,16,5.129574600821151,5.574976730164,1.0,1.0
F0_base__G_time_bin,F0_base,time_bin,120.0,1920,0.08675499509765988,1.426317671033903,0.9713541666666666,120.0,16,5.129574600821151,5.574976730164,1.0,1.0
F0_base__G_phase_time_bin,F0_base,phase_time_bin,120.0,1920,0.08675499509765988,1.426317671033903,0.9723958333333333,120.0,16,5.129574600821151,5.574976730164,1.0,1.0
F1_h3__G_global,F1_h3,global,120.0,1920,0.08330663343257037,1.2969755235841092,0.9661458333333334,120.0,16,1.2676140816191264,1.274823119773887,0.24711875355437946,0.22866877862939267
F1_h3__G_time_bin,F1_h3,time_bin,120.0,1920,0.08330663343257037,1.2969755235841092,0.9682291666666667,120.0,16,1.2676140816191264,1.274823119773887,0.24711875355437946,0.22866877862939267
F1_h3__G_phase_time_bin,F1_h3,phase_time_bin,120.0,1920,0.08330663343257037,1.2969755235841092,0.96875,120.0,16,1.2676140816191264,1.274823119773887,0.24711875355437946,0.22866877862939267
F2_h3_elapsed__G_global,F2_h3_elapsed,global,120.0,1920,0.08745696088364947,1.3456564373605544,0.9432291666666667,120.0,16,1.4096493516984616,1.4098100746714255,0.2748082368219779,0.25288178640163633
F2_h3_elapsed__G_time_bin,F2_h3_elapsed,time_bin,120.0,1920,0.08745696088364947,1.3456564373605544,0.9375,120.0,16,1.4096493516984616,1.4098100746714255,0.2748082368219779,0.25288178640163633
F2_h3_elapsed__G_phase_time_bin,F2_h3_elapsed,phase_time_bin,120.0,1920,0.08745696088364947,1.3456564373605544,0.9359375,120.0,16,1.4096493516984616,1.4098100746714255,0.2748082368219779,0.25288178640163633
