time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal,time_bin
5.100491095890412,44,0.0257769742435131,0.0046428629475848,0.0144270276404156,1.0,1.0,1.0,1.0,1y--10y
5.199558904109589,44,0.02577786436392,0.004643082307052,0.014427428272786,1.0,1.0,1.0,1.0,1y--10y
5.299627397260274,44,0.0257784249373796,0.0046432876829046,0.0144278305511941,1.0,1.0,1.0,1.0,1y--10y
5.399695890410959,44,0.0257790170802703,0.0046433168520764,0.0144280538909889,1.0,1.0,1.0,1.0,1y--10y
5.499764383561644,44,0.0257776433471216,0.0046436634598676,0.0144270381544705,1.0,1.0,1.0,1.0,1y--10y
5.599832876712329,44,0.0257782783145518,0.0046439878774172,0.0144273927998617,1.0,1.0,1.0,1.0,1y--10y
5.699901369863014,44,0.0257763617122017,0.0046440700918405,0.0144277735744877,1.0,1.0,1.0,1.0,1y--10y
5.799969863013699,44,0.0257727745390631,0.0046443814511801,0.0144283790416015,1.0,1.0,1.0,1.0,1y--10y
5.900038356164384,44,0.0257736194377366,0.0046445803598209,0.0144128179937182,1.0,1.0,1.0,1.0,1y--10y
6.000106849315069,44,0.0257716546547051,0.0046447123230151,0.0144131769518097,1.0,1.0,1.0,1.0,1y--10y
6.100175342465754,44,0.0257771748591995,0.0046448970983946,0.0144212591840243,1.0,1.0,1.0,1.0,1y--10y
6.200243835616438,44,0.0257756609729868,0.0046451986426798,0.0144217749488216,1.0,1.0,1.0,1.0,1y--10y
6.300312328767123,44,0.0257739135482292,0.0046453881554393,0.0144221300356097,1.0,1.0,1.0,1.0,1y--10y
6.400380821917808,44,0.0257746039765926,0.0046456834854191,0.0144224702473014,1.0,1.0,1.0,1.0,1y--10y
6.500449315068493,44,0.0257751214239089,0.0046458676164476,0.0144229714702072,1.0,1.0,1.0,1.0,1y--10y
6.599517123287671,44,0.025773085940704,0.0046458792567565,0.0144232828412204,1.0,1.0,1.0,1.0,1y--10y
6.699585616438356,44,0.0257714957477282,0.0046461994474052,0.0144243256302994,1.0,1.0,1.0,1.0,1y--10y
6.799654109589041,44,0.0257674494572127,0.0046340610503762,0.014424642722959,1.0,1.0,1.0,1.0,1y--10y
6.899722602739726,44,0.025765826946602,0.0046343524968497,0.0144249710257636,1.0,1.0,1.0,1.0,1y--10y
6.999791095890411,44,0.0257640945845795,0.0046344108968741,0.0144251458042201,1.0,1.0,1.0,1.0,1y--10y
7.099859589041096,44,0.0257647682808692,0.0046345290601162,0.0144254696025528,1.0,1.0,1.0,1.0,1y--10y
7.199928082191781,44,0.0257651237222653,0.0046347044204283,0.0144257837923593,1.0,1.0,1.0,1.0,1y--10y
7.299996575342465,44,0.0257654278129968,0.004634992610791,0.014408937259418,1.0,1.0,1.0,1.0,1y--10y
7.40006506849315,44,0.025763591641009,0.0046351692776305,0.0144092490281076,1.0,1.0,1.0,1.0,1y--10y
7.500133561643835,44,0.0257502958283351,0.0046342230887115,0.0143862615057725,1.0,1.0,1.0,1.0,1y--10y
7.60020205479452,44,0.0257509704552464,0.0046345202637233,0.0143866552775894,1.0,1.0,1.0,1.0,1y--10y
7.700270547945205,44,0.0257459121000858,0.0046345073323008,0.0143870258065767,1.0,1.0,1.0,1.0,1y--10y
7.80033904109589,44,0.0258341908489065,0.0046348040822243,0.0143872772152095,1.0,1.0,1.0,1.0,1y--10y
7.900407534246575,44,0.0280566808219666,0.0050979290422232,0.015370576159717,1.0,1.0,1.0,0.9772727272727272,1y--10y
8.00047602739726,44,0.0206999838311746,0.0035207352711849,0.0132234083562752,1.0,1.0,1.0,0.9318181818181818,1y--10y
8.099543835616439,44,0.0466959346599299,0.0077521172254784,0.0209230196606105,1.0,1.0,1.0,0.8409090909090909,1y--10y
8.199612328767124,44,0.036133018378457,0.0070135731755592,0.0165734667022363,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.299680821917809,44,0.0385618632011435,0.0071334154735021,0.016432140815446,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.399749315068494,44,0.038570403278513,0.0071355728007168,0.0164355614945446,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.499817808219179,44,0.038573302972787,0.0071373797958991,0.0164359068118869,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.599886301369862,44,0.0385763731689543,0.0071388852727119,0.0164347335562905,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.699954794520549,44,0.0385769174509186,0.0071403379238111,0.0164342891800039,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.800023287671234,44,0.0385724821337557,0.0071412918322976,0.0164337537904195,1.0,1.0,1.0,0.8863636363636364,1y--10y
8.900091780821917,44,0.0385743559037366,0.0071423777902693,0.0164337910753743,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.000160273972602,44,0.0385517041727491,0.0071312228426349,0.0164333390862404,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.100228767123289,44,0.0385544725807295,0.0071322615868128,0.0164484024666295,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.200297260273974,44,0.0385519292274836,0.0071331201338949,0.0164479262162456,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.30036575342466,44,0.0385716662790796,0.0071337091747425,0.01644774517543,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.400434246575342,44,0.0385660576608547,0.0071223691343254,0.0164467885211183,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.49950205479452,44,0.0385677075780355,0.0071231121875288,0.0164459836885277,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.599570547945206,44,0.0385444820971717,0.0071239384994128,0.0164456871031287,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.69963904109589,44,0.0385837114288884,0.0071245414105417,0.016445426456162,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.799707534246576,44,0.0386707420548046,0.0071253409474055,0.0163882071394689,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.89977602739726,44,0.0386358282115003,0.0071261247546825,0.016388171094693,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.999844520547946,44,0.0379593638771088,0.0071267709384337,0.0162650798917698,1.0,1.0,1.0,0.8863636363636364,1y--10y
9.999844552257738,44,0.0315156061227891,0.0080556787968068,0.0185540973919549,1.0,1.0,1.0,0.9772727272727272,1y--10y
