time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal
0.1,16,49726882460872.3,0.06640036987356744,0.16062957303373093,1.0,1.0,1.0,0.625
0.2,16,81887442311229.47,0.06651914067173526,0.1268199788512816,1.0,1.0,1.0,0.6875
0.3,16,99237656017061.23,0.05187560428875507,0.12131865306802539,1.0,1.0,1.0,0.8125
0.4,16,132614859255887.47,0.06005706214741728,0.11363672696289864,1.0,1.0,1.0,0.6875
0.5,16,127012683678669.06,0.045682545521451956,0.11397887506794366,1.0,1.0,1.0,0.8125
0.6,16,146249320748609.9,0.04548397778849471,0.09748272102840569,1.0,1.0,1.0,0.875
0.7,16,151651302700535.66,0.04506940573743934,0.08578764703775617,1.0,1.0,1.0,0.9375
0.8,16,171000603649207.62,0.056707564831055796,0.08039998195709952,1.0,1.0,1.0,0.9375
0.9,16,197273888366125.62,0.05141348651177147,0.09535591455273146,1.0,1.0,1.0,0.875
1.0,16,183591603188594.0,0.04044071114139071,0.08050222243718305,1.0,1.0,1.0,1.0
1.0997527397260274,16,220983959466649.84,0.034296864346831796,0.0661048691101449,1.0,1.0,1.0,1.0
1.1998212328767124,16,304886012209875.0,0.04481279442992789,0.08489560914593561,1.0,1.0,1.0,0.9375
1.2998897260273972,16,416501506255372.0,0.04962636092036772,0.09247240590513897,1.0,1.0,1.0,0.875
1.3999582191780822,16,446515116079839.0,0.048135616071427495,0.08875527204414183,1.0,1.0,1.0,0.9375
1.5000267123287672,16,440949087128207.4,0.04443075153547259,0.09101768004880077,1.0,1.0,1.0,0.875
1.600095205479452,16,501825472565209.44,0.04268782934300516,0.08302183746753972,1.0,1.0,1.0,0.9375
1.700163698630137,16,528386971788665.5,0.042204522347351545,0.09159471267678923,1.0,1.0,1.0,0.875
1.800232191780822,16,542201601768511.1,0.037412809970641364,0.08301395051549731,1.0,1.0,1.0,0.9375
1.9003006849315067,16,469993804010026.94,0.03196671091417967,0.07595321266103067,1.0,1.0,1.0,0.9375
2.000369178082192,16,525746831892887.5,0.03789246240364599,0.08376504557450458,1.0,1.0,1.0,0.9375
2.1004376712328767,16,521863102703473.56,0.03738226852287796,0.0793689351046089,1.0,1.0,1.0,1.0
2.1995054794520548,16,461772308685024.3,0.030973339909365884,0.07853629852525028,1.0,1.0,1.0,0.875
2.29957397260274,16,422622944640176.44,0.02250740103877921,0.07787777387440845,1.0,1.0,1.0,0.9375
2.3996424657534248,16,377779170224182.75,0.01797553235434144,0.07131691124168116,1.0,1.0,1.0,1.0
2.4997109589041093,16,422654364993314.5,0.019240656893217377,0.0653280855171222,1.0,1.0,1.0,0.9375
2.5997794520547943,16,475807780875188.44,0.02111139021414627,0.06334353320033391,1.0,1.0,1.0,0.9375
2.69984794520548,16,439050443010695.44,0.020388802356651775,0.07164557107654722,1.0,1.0,1.0,0.9375
2.7999164383561643,16,498163274024823.4,0.02528775728147277,0.06608624271295102,1.0,1.0,1.0,0.9375
2.8999849315068493,16,447259367020393.4,0.019059630297867298,0.07687197065356274,1.0,1.0,1.0,1.0
3.0000534246575343,16,465378010498067.7,0.021380330899799058,0.07422272266089018,1.0,1.0,1.0,1.0
3.100121917808219,16,574419325079109.5,0.021119685236178326,0.07970663621933147,1.0,1.0,1.0,1.0
3.200190410958904,16,767739172429964.6,0.02701711012832675,0.07068022761602206,1.0,1.0,1.0,0.9375
3.300258904109589,16,926733715395352.9,0.03474923910987246,0.07320484371981982,1.0,1.0,1.0,0.9375
3.400327397260274,16,950309661277713.8,0.037087560656803804,0.06563634696698158,1.0,1.0,1.0,0.9375
3.500395890410959,16,983480681410207.8,0.029423741078701986,0.0684440861989125,1.0,1.0,1.0,0.9375
3.600464383561644,16,1058217986462235.9,0.033434499809786945,0.07694713749974905,1.0,1.0,1.0,0.9375
3.699532191780822,16,1101206385137376.6,0.03309634046645955,0.08297580039962657,1.0,1.0,1.0,0.9375
3.799600684931507,16,1261372149813642.0,0.0376909442181977,0.09895648532186468,1.0,1.0,1.0,0.8125
3.899669178082192,16,1305616132929432.5,0.038974902222445096,0.08791519079961771,1.0,1.0,1.0,0.9375
3.999737671232877,16,1368276822191293.0,0.04562840377546576,0.0897639827787336,1.0,1.0,1.0,0.9375
4.099806164383562,16,1499374446524777.8,0.04715842802102941,0.09372359300295598,1.0,1.0,1.0,0.875
4.199874657534247,16,1622516026216172.5,0.05065177388633192,0.09501790375527483,1.0,1.0,1.0,0.875
4.299943150684931,16,1577000712447040.0,0.053966681776128234,0.08833870444399737,1.0,1.0,1.0,0.9375
4.400011643835617,16,1671322530212244.0,0.05654743035563986,0.08699010584943487,1.0,1.0,1.0,0.9375
4.500080136986301,16,1736448494552327.5,0.05894038037699606,0.08580247095499569,1.0,1.0,1.0,0.9375
4.600148630136987,16,1704683196318878.0,0.05623068342634083,0.0823273379292973,1.0,1.0,1.0,0.9375
4.700217123287671,16,1753605849513523.5,0.05098989881192774,0.08435478155079426,1.0,1.0,1.0,0.9375
4.800285616438356,16,1978275168142879.5,0.057105281866376124,0.09506587842208031,1.0,1.0,1.0,0.875
4.900354109589042,16,1931869523866420.2,0.05548862451008431,0.09700682109998482,1.0,1.0,1.0,0.875
5.000422602739726,16,1899465597354307.0,0.05591438351263837,0.09637424308881612,1.0,1.0,1.0,0.875
5.100491095890412,16,1866151850684592.5,0.05476625281872456,0.09262150826975007,1.0,1.0,1.0,0.9375
5.199558904109589,16,1859405629587017.5,0.05379977141901375,0.09527154659670774,1.0,1.0,1.0,0.875
