time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal
0.1,16,14204183552718.684,0.031001860557876293,0.09105243727937351,0.9375,1.0,1.0,0.8125
0.2,16,21848058250557.945,0.03328289073014766,0.07981660529891318,1.0,1.0,1.0,0.875
0.3,16,29106000717757.55,0.03357947250597046,0.10425392506958546,1.0,1.0,1.0,0.8125
0.4,16,32124285695656.71,0.037407816734395645,0.08452024588455831,1.0,1.0,1.0,0.875
0.5,16,33394594881136.93,0.03194038338239285,0.06886970093913221,1.0,1.0,1.0,1.0
0.6,16,49635434263978.86,0.043942400683314516,0.0764744824788115,1.0,1.0,1.0,0.875
0.7,16,55314498563477.875,0.04377922314860824,0.07133506985725352,1.0,1.0,1.0,0.9375
0.8,16,75224900991888.16,0.04982285733245256,0.10065200067593232,1.0,1.0,1.0,0.8125
0.9,16,91431975511286.72,0.05019517860940689,0.0926349278645251,1.0,1.0,1.0,0.8125
1.0,16,96244656102037.44,0.041561657563280396,0.10019166747179944,1.0,1.0,1.0,0.8125
1.0997527397260274,16,109968688788196.61,0.041099336323245174,0.0806319554434943,1.0,1.0,1.0,0.9375
1.1998212328767124,16,122756397540663.34,0.035935473177395705,0.07528734930871997,1.0,1.0,1.0,0.9375
1.2998897260273972,16,150141136543635.75,0.039711542829658664,0.08299961175798906,1.0,1.0,1.0,0.875
1.3999582191780822,16,168195449168700.84,0.0327261507760921,0.06990514653023377,1.0,1.0,1.0,0.9375
1.5000267123287672,16,175928932304569.2,0.03241189722641856,0.0888543013927792,1.0,1.0,1.0,0.8125
1.600095205479452,16,201358703429832.72,0.03655013751183346,0.07969767936283495,1.0,1.0,1.0,0.875
1.700163698630137,16,216880774955397.25,0.0334203087766145,0.08287445205995002,1.0,1.0,1.0,0.875
1.800232191780822,16,191567291314915.16,0.024592451647246678,0.07643645589357831,1.0,1.0,1.0,0.9375
1.9003006849315067,16,237834054771142.16,0.03639982857522191,0.07699998204209338,1.0,1.0,1.0,0.875
2.000369178082192,16,217959155160151.03,0.02129687357804861,0.07698775331335152,1.0,1.0,1.0,0.9375
2.1004376712328767,16,225600385225873.3,0.021306290342320316,0.08995985553427203,1.0,1.0,1.0,0.875
2.1995054794520548,16,242300565657775.22,0.029383634627410796,0.07416553900563622,1.0,1.0,1.0,0.9375
2.29957397260274,16,237733774886369.06,0.026120045996695547,0.06977061466459798,1.0,1.0,1.0,0.9375
2.3996424657534248,16,239317319324058.78,0.018719351222855077,0.07013549976809194,1.0,1.0,1.0,0.9375
2.4997109589041093,16,231866359912242.88,0.012978291183349323,0.06984699851957404,1.0,1.0,1.0,1.0
2.5997794520547943,16,245876597887714.3,0.018345845798653476,0.07744542072481675,1.0,1.0,1.0,0.9375
2.69984794520548,16,245384946560737.38,0.018272316813935634,0.06892223456182311,1.0,1.0,1.0,1.0
2.7999164383561643,16,264600366132844.75,0.015917857278672377,0.07014671001157868,1.0,1.0,1.0,1.0
2.8999849315068493,16,288712948766495.1,0.01979211884245858,0.07452864883767685,1.0,1.0,1.0,1.0
3.0000534246575343,16,287849790736735.75,0.018345707399298795,0.07079867471600848,1.0,1.0,1.0,0.9375
3.100121917808219,16,339109173948166.2,0.018145610692959648,0.07655003396518095,1.0,1.0,1.0,0.9375
3.200190410958904,16,442646128867181.2,0.03405380793003367,0.0717031484805157,1.0,1.0,1.0,0.9375
