time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal
0.1,16,476637399.0171034,0.11980175087229772,0.33301740770406474,0.875,1.0,1.0,0.75
0.2,16,1561530431.0419962,0.14589774120459317,0.24309396370505099,0.9375,1.0,1.0,0.6875
0.3,16,3468813281.036772,0.12172956651123618,0.2598946738191679,0.9375,1.0,1.0,0.8125
0.4,16,4532065471.987942,0.08994589089490615,0.19761624427709013,1.0,1.0,1.0,0.875
0.5,16,4460229299.066159,0.0752576277431319,0.11590380608706252,1.0,1.0,1.0,1.0
0.6,16,6128056355.458393,0.0743489875685799,0.13188630660898124,1.0,1.0,1.0,1.0
0.7,16,11773718545.012817,0.056852473154978864,0.1834714820647136,1.0,1.0,1.0,0.875
0.8,16,12971152703.814651,0.04897775246059527,0.14229013745914126,1.0,1.0,1.0,0.9375
0.9,16,16928850299.219423,0.07664093080620457,0.13381329325849511,1.0,1.0,1.0,1.0
1.0,16,22504269158.46045,0.08164404624963087,0.13748312147657973,1.0,1.0,1.0,0.9375
1.0997527397260274,16,31824209256.44981,0.06401275139052358,0.1313107415785321,1.0,1.0,1.0,0.9375
1.1998212328767124,16,48502104027.09897,0.08015386201853315,0.1309140983654133,1.0,1.0,1.0,1.0
1.2998897260273972,16,59386644721.28555,0.07430629638031502,0.11385487418688783,1.0,1.0,1.0,1.0
1.3999582191780822,16,71438659950.86235,0.06250732698463297,0.12590722524623396,1.0,1.0,1.0,1.0
1.5000267123287672,16,86892841442.46817,0.05581063940620784,0.11152348345230774,1.0,1.0,1.0,1.0
1.600095205479452,16,106814920156.97424,0.07386235177905669,0.10359371904270304,1.0,1.0,1.0,1.0
1.700163698630137,16,124865875530.0556,0.04571698946768153,0.10744202381485546,1.0,1.0,1.0,0.9375
1.800232191780822,16,130588120188.2881,0.035013296434356155,0.11823639639492156,1.0,1.0,1.0,0.9375
1.9003006849315067,16,157102501087.70737,0.04022568092691707,0.10619540661185911,1.0,1.0,1.0,0.9375
2.000369178082192,16,180701211505.591,0.04264018250843909,0.10184947981151243,1.0,1.0,1.0,0.9375
2.1004376712328767,16,246250484525.1685,0.05321202207880074,0.10009662214746098,1.0,1.0,1.0,0.9375
2.1995054794520548,16,291923841485.0226,0.05744284711057124,0.10023566603558043,1.0,1.0,1.0,0.9375
2.29957397260274,16,310738385902.9396,0.03869681828053602,0.1025140235707439,1.0,1.0,1.0,0.9375
2.3996424657534248,16,335703513331.81024,0.0368499601284891,0.12005040699418326,1.0,1.0,1.0,0.9375
2.4997109589041093,16,314600389057.43933,0.035725801091606335,0.12506063229582706,1.0,1.0,1.0,0.9375
2.5997794520547943,16,358327115010.07544,0.035774766910830626,0.1318093981481908,1.0,1.0,1.0,0.9375
2.69984794520548,16,478002020088.63,0.05555879049664118,0.1407688687227791,1.0,1.0,1.0,1.0
2.7999164383561643,16,557899405531.983,0.06358390767055933,0.14817895449348586,1.0,1.0,1.0,0.9375
2.8999849315068493,16,598643994006.8698,0.051713201521747534,0.152352934019013,1.0,1.0,1.0,0.875
3.0000534246575343,16,580201987292.133,0.048363378593387095,0.14551602983276696,1.0,1.0,1.0,0.9375
3.100121917808219,16,603954122643.7976,0.04719291482545629,0.11883793145344894,1.0,1.0,1.0,0.9375
3.200190410958904,16,829410970056.0674,0.06107918755130015,0.11607876537582938,1.0,1.0,1.0,1.0
3.300258904109589,16,958536265186.218,0.06798148435467972,0.12456674417689381,1.0,1.0,1.0,1.0
3.400327397260274,16,1071953078524.7112,0.06833560355629976,0.12446818944503193,1.0,1.0,1.0,1.0
3.500395890410959,16,1243357841921.8337,0.04302349572230142,0.14327132166055623,1.0,1.0,1.0,0.9375
3.600464383561644,16,1414806542662.9297,0.042895502800362625,0.12657947388591087,1.0,1.0,1.0,0.9375
3.699532191780822,16,1661217877270.6528,0.05872170798910113,0.11748682018362291,1.0,1.0,1.0,0.9375
3.799600684931507,16,1985365342328.8206,0.05955933083329393,0.12375753395017675,1.0,1.0,1.0,0.9375
3.899669178082192,16,2211047798908.7134,0.06792473543192425,0.1384121941187339,1.0,1.0,1.0,0.9375
3.999737671232877,16,2504977979738.6055,0.06738810341548217,0.1415327972986384,1.0,1.0,1.0,0.9375
4.099806164383562,16,2683571912857.19,0.06847692654325489,0.1396092999210788,1.0,1.0,1.0,0.9375
4.199874657534247,16,2860485739875.5376,0.06370376763097362,0.13305383173067592,1.0,1.0,1.0,0.9375
4.299943150684931,16,3391771329041.3667,0.07224010204770143,0.15927379750012666,1.0,1.0,1.0,0.9375
4.400011643835617,16,3843285738290.15,0.0714042154430666,0.15530531507094902,0.9375,1.0,1.0,0.9375
4.500080136986301,16,4299434301814.494,0.0640397403699206,0.16709174014324082,0.9375,1.0,1.0,0.9375
