time_years,n,mae_raw,median_abs_log10_ratio,q90_abs_log10_ratio,frac_within_2x,frac_within_5x,frac_within_10x,coverage_90_cal
0.1,16,1090882467059.7305,0.08081309803196601,0.2013576926938178,1.0,1.0,1.0,0.5625
0.2,16,1118905535526.4004,0.043013328196624144,0.13624164637091202,1.0,1.0,1.0,0.8125
0.3,16,1614943020743.54,0.04470581290397253,0.133593514753782,1.0,1.0,1.0,0.75
0.4,16,2248802571518.153,0.054212872934126355,0.13608640919314544,1.0,1.0,1.0,0.75
0.5,16,2555451235968.424,0.06241183323374633,0.1301213234785535,1.0,1.0,1.0,0.8125
0.6,16,2788517565487.2793,0.06362400392423968,0.11535262019490353,1.0,1.0,1.0,0.875
0.7,16,2876217945505.5425,0.053739655322588425,0.1148867783360668,1.0,1.0,1.0,0.8125
0.8,16,2865111842700.6025,0.04418146928552382,0.10080505060087916,1.0,1.0,1.0,0.875
0.9,16,3077228306494.838,0.04847336552185989,0.10757146126497528,1.0,1.0,1.0,0.875
1.0,16,3269375958850.335,0.045633381753817835,0.10214651704777869,1.0,1.0,1.0,0.875
1.0997527397260274,16,3816001066149.0005,0.046157968905095034,0.08897389880236417,1.0,1.0,1.0,0.9375
1.1998212328767124,16,4657162803799.015,0.03626205333435359,0.10242889049529533,1.0,1.0,1.0,0.875
1.2998897260273972,16,4857275541895.625,0.03166603230305083,0.08835262238895078,1.0,1.0,1.0,0.9375
1.3999582191780822,16,4812104947026.201,0.0347673007537309,0.08858153857954393,1.0,1.0,1.0,1.0
1.5000267123287672,16,6050724719730.881,0.03736488435344078,0.09583878094604892,1.0,1.0,1.0,0.9375
1.600095205479452,16,5984803494078.615,0.03618341067055243,0.07244851787378753,1.0,1.0,1.0,0.9375
1.700163698630137,16,5988829208180.643,0.038927498648169204,0.0766436223493295,1.0,1.0,1.0,0.9375
1.800232191780822,16,6530805941465.387,0.028649598212528188,0.07416018440206809,1.0,1.0,1.0,0.9375
1.9003006849315067,16,7302630336369.492,0.028739587828538388,0.07812068550322382,1.0,1.0,1.0,0.9375
2.000369178082192,16,7866042131234.637,0.0361438551906168,0.08439874759362387,1.0,1.0,1.0,0.9375
2.1004376712328767,16,7916034226791.707,0.0325744553193078,0.08308896715408375,1.0,1.0,1.0,0.9375
2.1995054794520548,16,7976464732808.139,0.03554644602180358,0.07995529019884715,1.0,1.0,1.0,0.9375
2.29957397260274,16,7710733228388.9,0.031153178680365656,0.07836581198971941,1.0,1.0,1.0,0.9375
2.3996424657534248,16,9038588254020.758,0.04212331880278837,0.08515730122267891,1.0,1.0,1.0,0.9375
